word,zipf,dom_pos
surrendering,2.9994,Verb
surrenders,2.5929,Verb
surreptitious,2.1949,Adjective
surreptitiously,1.8939,Adverb
surrey,2.7068,Name
surreys,1.5929,Noun
surrogacy,2.0700,Noun
surrogate,3.2741,Noun
surrogates,2.4679,Noun
surrogating,1.5929,Verb
surrogation,1.5929,Noun
surround,3.4877,Verb
surrounded,4.1231,Verb
surrounder,1.5929,Noun
surrounding,3.5774,Verb
surroundings,3.3253,Noun
surrounds,2.9546,Verb
surtax,1.7690,Noun
surtout,1.7690,Verb
surv,1.5929,Noun
surveil,2.4380,Verb
surveillance,4.2709,Noun
survey,3.6498,Noun
surveyed,2.4960,Verb
surveying,2.5471,Verb
surveyor,2.4380,Noun
surveyors,2.3710,Noun
surveys,2.7542,Noun
survivability,1.8939,Noun
survivable,1.7690,Adjective
survival,4.0045,Noun
survivalist,2.0700,Noun
survivalists,1.7690,Noun
survivals,1.7690,Noun
survive,4.4788,Verb
survived,4.1120,Verb
survives,3.2461,Verb
surviving,3.5613,Verb
survivor,3.6382,Noun
survivors,3.8156,Noun
survivorship,1.8939,Noun
susan,4.5557,Name
susans,1.5929,Name
suscept,1.5929,Verb
susceptibilities,1.5929,Noun
susceptibility,2.0700,Noun
susceptible,3.1114,Adjective
sushi,3.6401,Noun
suspect,4.6450,Noun
suspected,3.9891,Verb
suspecting,2.9908,Verb
suspects,4.0953,Noun
suspend,3.4441,Verb
suspended,3.8647,Verb
suspender,1.7690,Noun
suspenders,2.9353,Noun
suspending,2.6141,Verb
suspends,1.9908,Verb
suspense,3.3525,Noun
suspenseful,2.3710,Adjective
suspension,3.6401,Noun
suspensions,1.9908,Noun
suspensor,1.5929,Noun
suspicion,3.8647,Noun
suspicioned,1.7690,Verb
suspicions,3.5146,Noun
suspicious,4.2035,Adjective
suspiciously,2.6536,Adverb
suspiciousness,1.7690,Noun
suss,2.3710,Verb
sussed,2.1949,Verb
sussex,2.7068,Name
sustain,3.4286,Verb
sustainability,1.8939,Noun
sustainable,2.1949,Adjective
sustained,3.8917,Adjective
sustainer,1.7690,Noun
sustaining,2.7542,Verb
sustains,2.4960,Verb
sustenance,2.7690,Noun
susu,2.0700,Name
susurration,1.5929,Noun
sutler,2.5929,Name
sutlers,1.5929,Noun
sutor,2.0700,Name
sutra,3.0627,Name
sutras,1.7690,Noun
sutter,3.2509,Name
suture,3.3956,Noun
sutured,2.1949,Verb
sutures,3.2213,Noun
suturing,2.7232,Verb
suz,2.4380,Name
suzanne,3.6517,Name
suzette,3.0400,Name
suzettes,1.7690,Noun
suzuki,2.9731,Name
svastika,1.5929,Noun
svelte,2.0700,Noun
svengali,2.5471,Noun
sw,2.3710,Noun
swa,2.2918,Name
swab,3.3782,Verb
swabbed,2.6343,Verb
swabber,1.5929,Noun
swabbie,1.9908,Noun
swabbies,1.7690,Noun
swabbing,2.4058,Verb
swabby,1.5929,Noun
swabs,2.9353,Noun
swacked,1.8939,Verb
swaddle,1.9908,Verb
swaddled,1.7690,Verb
swaddling,2.3332,Noun
swag,2.7068,Noun
swagger,2.4058,Noun
swaggered,1.5929,Verb
swaggering,2.4380,Verb
swags,1.7690,Noun
swahili,2.6343,Noun
swain,2.4058,Name
swales,2.4679,Name
swallow,4.1047,Verb
swallowed,3.8271,Verb
swallower,2.2918,Noun
swallowing,3.1669,Verb
swallows,3.2263,Verb
swallowtail,1.8939,Verb
swam,3.3853,Verb
swami,2.8716,Noun
swamis,1.9908,Noun
swamp,3.9536,Noun
swamped,3.2056,Verb
swamping,1.5929,Verb
swampland,1.5929,Noun
swamps,2.9546,Noun
swampy,2.3332,Adjective
swan,3.8347,Name
swang,1.5929,Verb
swank,2.6898,Noun
swanked,1.5929,Verb
swankier,1.5929,Adjective
swankiest,2.0700,Adjective
swanky,2.4380,Adjective
swanning,1.8939,Verb
swanny,2.6720,Name
swans,3.1114,Noun
swansdown,1.5929,Noun
swap,3.5613,Verb
swapped,2.8233,Verb
swapping,2.8939,Verb
swaps,1.9908,Verb
swarm,3.1307,Noun
swarmed,2.5706,Verb
swarming,3.0242,Verb
swarms,2.6536,Noun
swarthy,2.6141,Adjective
swash,2.0700,Noun
swashbuckler,1.9908,Noun
swashbucklers,1.5929,Noun
swashbuckling,1.9908,Verb
swashes,1.5929,Noun
swashing,1.5929,Adjective
swastika,2.7542,Noun
swastikas,1.8939,Noun
swat,3.5863,Noun
swatch,2.5706,Noun
swatches,2.7232,Noun
swath,2.3710,Noun
swathed,1.9908,Verb
swats,1.9908,Verb
swatted,2.4380,Verb
swatter,2.3710,Noun
swatters,2.1949,Verb
swatting,2.2918,Verb
sway,3.4058,Verb
swayback,1.5929,Noun
swayed,2.7690,Verb
swaying,2.9546,Verb
sways,2.1949,Verb
swaziland,1.5929,Name
swear,4.9448,Verb
swearer,1.5929,Noun
swearers,1.7690,Noun
swearing,3.3887,Verb
swears,3.3674,Verb
sweat,4.3395,Noun
sweatband,1.9908,Noun
sweatbox,2.2918,Noun
sweated,2.8600,Verb
sweater,4.1400,Noun
sweaters,3.3171,Noun
sweathouse,1.5929,Noun
sweatier,1.5929,Adjective
sweatiest,1.8939,Adjective
sweating,3.9151,Verb
sweatpants,2.2918,Noun
sweats,3.2109,Noun
sweatshirt,3.3746,Noun
sweatshirts,2.4380,Noun
sweatshop,2.7542,Noun
sweatshops,2.4058,Noun
sweatsuit,1.8939,Noun
sweatsuits,1.5929,Noun
sweaty,3.6479,Adjective
swede,3.1492,Noun
sweden,3.4157,Name
swedes,2.5929,Noun
swedish,3.5950,Adjective
sweeny,1.5929,Name
sweep,3.9785,Verb
sweepback,1.5929,Noun
sweeper,2.8103,Noun
sweepers,2.4679,Noun
sweeping,3.5248,Verb
sweepings,2.1369,Noun
sweeps,3.3293,Verb
sweepstake,2.4058,Noun
sweepstakes,2.9151,Noun
sweet,5.1614,Adjective
sweetbreads,2.4058,Noun
sweetcorn,1.5929,Noun
sweeten,2.9046,Verb
sweetened,2.5706,Verb
sweetener,2.4679,Noun
sweeteners,1.8939,Noun
sweetening,2.2461,Verb
sweetens,1.7690,Verb
sweeter,3.4189,Adjective
sweetest,3.7631,Adjective
sweetfish,1.7690,Noun
sweetheart,4.8068,Noun
sweethearts,3.3674,Noun
sweetie,4.7283,Noun
sweeties,2.4058,Noun
sweeting,1.5929,Verb
sweetly,3.0161,Adverb
sweetmeats,1.7690,Verb
sweetness,3.5171,Noun
sweets,3.3817,Noun
sweetshop,1.5929,Noun
sweetwater,3.1552,Name
sweety,2.8716,Noun
swell,4.3180,Adjective
swelled,2.8939,Verb
sweller,1.5929,Noun
swellest,2.6720,Adjective
swellfish,1.5929,Noun
swellhead,1.5929,Noun
swelling,3.5013,Adjective
swellings,2.0700,Noun
swells,3.0842,Noun
swelter,1.7690,Verb
sweltered,1.5929,Adjective
sweltering,2.3332,Verb
swelters,1.5929,Verb
swep,1.5929,Verb
swept,3.6792,Verb
swerve,2.8359,Verb
swerved,2.6898,Verb
swerves,1.9908,Verb
swerving,2.3710,Verb
swift,3.5885,Adjective
swifter,1.8939,Adjective
swiftest,2.2918,Adjective
swiftly,3.2161,Adverb
swiftness,1.9908,Noun
swifts,1.5929,Noun
swifty,3.2109,Name
swig,2.9820,Noun
swiggers,1.7690,Noun
swigging,1.8939,Verb
swiggle,1.5929,Verb
swigs,1.9908,Noun
swill,2.9908,Noun
swilling,2.1949,Verb
swim,4.5022,Verb
swimmer,3.5729,Noun
swimmers,3.1783,Noun
swimming,4.3004,Noun
swimmingly,2.6898,Adverb
swimmy,2.4058,Adjective
swims,3.1611,Verb
swimsuit,3.3004,Noun
swimsuits,2.6536,Noun
swimwear,2.2918,Noun
swindle,2.8600,Noun
swindled,2.7970,Verb
swindler,2.7690,Noun
swindlers,2.1369,Noun
swindles,1.7690,Noun
swindling,2.4058,Verb
swine,3.6479,Noun
swines,1.5929,Noun
swing,4.4144,Verb
swinger,2.8716,Noun
swingers,2.9450,Noun
swinging,3.7888,Verb
swingles,1.8939,Verb
swingman,1.5929,Noun
swings,3.5495,Noun
swingy,1.5929,Adjective
swinish,2.1949,Adjective
swink,2.7690,Name
swinney,1.8939,Name
swipe,3.2109,Verb
swiped,3.2213,Verb
swiper,1.7690,Noun
swipes,2.1949,Verb
swiping,2.6343,Verb
swirl,2.9639,Noun
swirled,2.0700,Verb
swirling,2.9639,Verb
swirls,2.5471,Noun
swirly,2.4679,Adverb
swish,3.2109,Verb
swished,1.7690,Verb
swisher,1.8939,Name
swishes,2.1369,Verb
swishing,2.4058,Verb
swishy,1.7690,Adjective
swiss,3.7997,Adjective
switch,4.4487,Verb
switchback,1.7690,Noun
switchblade,2.6536,Noun
switchblades,1.8939,Noun
switchboard,3.0627,Noun
switchboards,1.8939,Noun
switched,3.8851,Verb
switcher,2.8359,Name
switcheroo,2.4960,Noun
switches,3.4222,Noun
switching,3.5819,Verb
switchmen,1.5929,Noun
switchover,1.5929,Noun
swith,1.5929,
switzerland,3.7602,Name
swivel,2.8600,Verb
swiveled,1.7690,Verb
swiveling,2.2461,Verb
swivels,1.8939,Verb
swizz,1.7690,Verb
swizzle,2.5929,Noun
swizzled,1.5929,Verb
swizzles,1.5929,Noun
swollen,3.5119,Verb
swoon,2.7970,Verb
swooned,2.3710,Verb
swooning,2.2461,Verb
swoons,1.8939,Verb
swoony,1.5929,Adjective
swoop,3.1895,Verb
swooped,2.7068,Verb
swooping,2.5929,Verb
swoops,1.9908,Verb
swoosh,2.4058,Verb
swooshing,2.2461,Verb
swop,1.5929,Verb
sword,4.4176,Noun
swordfish,3.0161,Noun
swordfisherman,1.5929,Noun
swordmaker,1.5929,Noun
swordplay,2.6898,Noun
swords,3.6362,Noun
swordsman,3.1047,Noun
swordsmanship,2.2918,Noun
swordsmen,2.4058,Noun
swordsmith,2.3710,Noun
swordswoman,1.5929,Noun
swore,3.9421,Verb
sworn,3.9864,Verb
swot,1.5929,Noun
swotting,1.5929,Verb
swum,2.6141,Verb
swung,3.3637,Verb
sybarite,1.5929,Noun
sycamore,2.9820,Noun
sycamores,1.5929,Noun
syconia,1.5929,Noun
sycophant,2.1949,Noun
sycophantic,1.7690,Adjective
sycophants,2.2461,Noun
sydney,4.5013,Name
syed,3.1611,Name
syenite,1.5929,Noun
syke,1.5929,Name
sykes,3.4189,Name
syl,1.5929,Name
syllable,2.9253,Noun
syllables,2.9151,Noun
syllabus,2.7542,Noun
syllogism,2.1369,Noun
syllogize,1.5929,Verb
sylphid,1.5929,Noun
sylvan,2.0700,Adjective
sylvester,3.2314,Name
sylvia,3.8612,Name
sylvian,1.5929,Noun
sylvius,1.9908,Name
sym,1.5929,Noun
symbiont,2.4058,Noun
symbiosis,2.3332,Noun
symbiote,1.5929,Noun
symbiotic,2.6343,Adjective
symbol,3.9343,Noun
symbolic,3.1949,Adjective
symbolically,2.5929,Adverb
symbolise,1.7690,Verb
symbolised,1.5929,Verb
symbolises,2.0700,Verb
symbolism,2.8716,Noun
symbolize,2.6343,Verb
symbolized,2.0700,Verb
symbolizes,2.6898,Verb
symbolizing,2.0700,Verb
symbology,1.7690,Noun
symbols,3.4024,Noun
symmetric,2.0700,Adjective
symmetrical,2.7832,Adjective
symmetries,1.5929,Noun
symmetry,2.9151,Noun
sympathectomy,2.1369,Noun
sympathetic,3.5819,Adjective
sympathetically,1.8939,Adverb
sympathies,3.1243,Noun
sympathique,1.5929,Noun
sympathise,2.5223,Verb
sympathised,1.5929,Verb
sympathiser,1.5929,Noun
sympathisers,1.7690,Noun
sympathising,1.7690,Verb
sympathize,3.1949,Verb
sympathized,1.7690,Verb
sympathizer,2.4960,Noun
sympathizers,2.4058,Noun
sympathizes,1.9908,Verb
sympathizing,1.9908,Verb
sympathomimetic,1.8939,Noun
sympathy,3.9223,Noun
symphonic,2.6536,Adjective
symphonies,2.6141,Noun
symphony,3.5519,Noun
symphysis,1.5929,Noun
symposium,2.8481,Noun
symposiums,1.5929,Noun
symptom,3.2786,Noun
symptomatic,2.7690,Adjective
symptomology,1.5929,Noun
symptoms,3.9025,Noun
syn,1.8939,Name
synagogue,2.9908,Noun
synagogues,2.2918,Noun
synapse,2.8716,Noun
synapses,2.4058,Noun
synaptic,2.6898,Adjective
sync,3.5197,Noun
synced,2.1949,Verb
synch,2.8481,Noun
synched,2.1949,Verb
synching,1.8939,Verb
synchro,4.0656,Name
synchromesh,1.5929,Noun
synchronicity,2.1369,Noun
synchronisation,2.8939,Noun
synchronise,2.3332,Verb
synchronised,2.5929,Verb
synchronising,1.7690,Verb
synchronistic,1.5929,Adjective
synchronization,2.4380,Noun
synchronize,2.8359,Verb
synchronized,2.8939,Adjective
synchronizer,1.9908,Noun
synchronizes,1.5929,Verb
synchronizing,1.7690,Verb
synchronous,1.5929,Adjective
synchros,1.5929,Noun
synchs,1.7690,Noun
syncopal,1.8939,Adjective
syncopate,1.5929,Verb
syncopated,2.0700,Verb
syncopation,1.7690,Noun
syncope,2.2461,Noun
syncs,1.5929,Verb
syncytial,1.5929,Adjective
syndactyly,1.8939,Adverb
syndicalist,1.5929,Noun
syndicate,3.3047,Noun
syndicated,2.6343,Verb
syndicates,2.2461,Noun
syndication,2.4960,Noun
syndrome,3.7983,Noun
syndromes,2.0700,Noun
syne,2.8829,Noun
synecdoche,1.9908,Noun
synergies,1.5929,Noun
synergistic,1.7690,Adjective
synergistically,1.8939,Adverb
synergize,1.5929,Verb
synergy,2.7970,Noun
synod,1.5929,Noun
synonym,2.2918,Noun
synonymous,2.7542,Adjective
synonyms,2.2461,Noun
synopses,1.5929,Noun
synopsis,2.4679,Noun
synopsise,1.5929,Verb
synoptic,1.7690,Adjective
synovial,2.1369,Adjective
synovitis,1.7690,Noun
syntactically,1.5929,Adverb
syntax,2.5706,Noun
synthesis,2.4960,Noun
synthesise,1.5929,Verb
synthesised,1.5929,Adjective
synthesiser,1.7690,Noun
synthesize,2.3710,Verb
synthesized,2.4058,Verb
synthesizer,2.7390,Noun
synthesizers,1.8939,Noun
synthesizes,1.5929,Verb
synthesizing,2.1949,Verb
synthetic,3.4024,Adjective
synthetically,1.7690,Adverb
synthetics,2.2461,Noun
syphilis,3.2875,Noun
syphilitic,2.0700,Adjective
syphilitics,1.5929,Noun
syphilization,1.5929,Noun
syracuse,3.1431,Name
syren,1.5929,Noun
syria,2.7832,Name
syrian,2.2918,Adjective
syrians,2.0700,Noun
syringe,3.2918,Noun
syringes,2.7068,Noun
syrup,3.7085,Noun
syrups,1.8939,Noun
syrupy,1.7690,Adjective
system,4.9610,Noun
systematic,2.7832,Adjective
systematically,2.8233,Adverb
systematics,1.9908,Noun
systematized,1.7690,Verb
systemic,2.3710,Adjective
systemically,1.5929,Adverb
systemize,1.5929,Verb
systemized,1.7690,Verb
systems,4.2207,Noun
systolic,2.9908,Adjective
syzygy,1.7690,Noun
t,7.1571,Letter
ta,3.6573,To
taa,1.5929,Noun
taal,1.7690,Adjective
tab,3.7617,Noun
tabac,1.8939,Noun
tabasco,2.6720,Name
tabbed,1.5929,Verb
tabbies,1.7690,Noun
tabbouleh,2.0700,Noun
tabby,2.8716,Name
taber,2.6343,Name
tabernacle,2.8600,Noun
tabes,2.3710,Noun
tabla,1.5929,Noun
table,5.0233,Noun
tableau,2.2461,Noun
tableaux,1.5929,Noun
tablecloth,2.9820,Noun
tablecloths,2.8829,Noun
tabled,1.5929,Verb
tables,4.0700,Noun
tablespoon,2.2918,Noun
tablespoonful,1.5929,Noun
tablespoons,1.8939,Noun
tablet,3.1783,Noun
tabletop,2.0700,Noun
tabletops,1.8939,Noun
tablets,3.1552,Noun
tableware,1.7690,Noun
tabling,1.9908,Verb
tabloid,3.0477,Adjective
tabloids,2.9908,Noun
taboo,3.0912,Noun
taboos,2.4380,Noun
tabor,2.3332,Name
tabs,3.3293,Noun
tabula,1.9908,Noun
tabulate,1.5929,Verb
tabulating,1.5929,Adjective
tabulation,1.8939,Noun
tabulations,1.7690,Noun
tabule,1.5929,Verb
tacan,1.5929,Noun
tace,1.9908,Noun
tacet,1.5929,Noun
tach,2.6343,Noun
tache,1.7690,Noun
tachibana,2.4058,Name
tachistoscopic,1.5929,Adjective
tachometer,1.8939,Noun
tachycardia,2.5223,Noun
tachycardiac,1.5929,Adjective
tachyon,2.1369,Noun
tachypnea,1.5929,Noun
tachypneic,1.9908,Adjective
tacit,2.1949,Adjective
tacitly,1.8939,Adverb
taciturn,2.2461,Verb
tack,3.3293,Noun
tacked,2.3710,Verb
tacker,1.5929,Noun
tacket,1.5929,Noun
tackiest,1.7690,Adjective
tackiness,1.5929,Noun
tacking,1.7690,Verb
tackle,3.6343,Verb
tackled,2.8829,Verb
tackler,1.7690,Noun
tacklers,1.5929,Noun
tackles,2.4960,Verb
tackling,2.7068,Verb
tacks,2.7232,Noun
tacky,3.4222,Adjective
taco,3.4932,Noun
tacoma,2.4679,Name
taconite,1.8939,Noun
tacos,3.3372,Noun
tact,3.0477,Noun
tactful,2.7690,Adjective
tactfully,1.9908,Adverb
tactic,3.1949,Noun
tactical,3.7421,Adjective
tactically,2.2918,Adverb
tactician,2.2461,Noun
tacticians,1.5929,Noun
tactics,3.6756,Noun
tactile,2.5706,Adjective
tactless,2.4679,Adjective
tad,3.6702,Noun
tadpole,2.7832,Noun
tadpoles,2.7542,Noun
tae,2.9820,Preposition
tael,1.5929,Noun
taels,2.6898,Noun
taenia,2.0700,Noun
taenias,1.5929,Noun
taffeta,2.5929,Noun
taffies,1.5929,Noun
taffrail,1.7690,Noun
taffy,3.3817,Noun
taft,3.3089,Name
tag,4.1425,Noun
tagalog,1.5929,Name
tagalong,1.9908,Noun
tagged,3.2786,Verb
tagger,2.1369,Noun
tagging,2.9639,Verb
tagliarini,1.7690,Noun
tagliatelle,1.7690,Noun
tags,3.5519,Noun
taha,1.8939,Noun
tahiti,3.4877,Name
tahitian,2.4679,Adjective
tahitians,1.7690,Noun
tai,3.4737,Noun
tail,4.3782,Noun
tailback,2.2918,Noun
tailbone,1.9908,Noun
tailbones,1.5929,Noun
tailcoat,1.5929,Noun
tailcoats,1.7690,Noun
tailed,3.1369,Verb
tailers,1.5929,Noun
tailgate,2.6720,Noun
tailgated,1.8939,Verb
tailgater,1.5929,Noun
tailgaters,1.7690,Noun
tailgates,1.5929,Noun
tailgating,2.4960,Verb
tailing,3.2056,Verb
tailings,1.8939,Noun
tailless,1.5929,Adjective
taillight,2.9253,Noun
taillights,2.4058,Noun
tailor,3.6222,Noun
tailored,2.7232,Verb
tailoring,2.4960,Verb
tailors,2.5471,Noun
tailpipe,2.7068,Noun
tailpipes,1.5929,Noun
tails,3.7557,Noun
tailspin,2.3710,Noun
tailwind,2.1369,Noun
tailwinds,2.2461,Noun
tain,2.5929,
taint,2.9046,Noun
tainted,3.2603,Verb
tainting,1.9908,Verb
taints,1.7690,Verb
taipan,1.8939,Noun
taipei,3.0477,Name
taipo,1.8939,Name
tait,2.9639,Name
taiwan,3.5373,Name
taiwanese,2.7542,Adjective
taj,3.1114,Name
taka,1.7690,Noun
take,6.2761,Verb
takeaway,2.1369,Noun
taked,1.7690,Verb
takedown,2.4380,Noun
takedowns,2.0700,Noun
taken,5.1414,Verb
takeoff,3.3922,Noun
takeoffs,2.2461,Noun
takeout,3.2109,Noun
takeover,3.2003,Noun
takeovers,2.1949,Noun
taker,2.9639,Noun
takers,3.0400,Noun
takes,5.0690,Verb
taketh,2.5706,Verb
takin,3.9574,Verb
taking,5.3805,Verb
takings,2.2461,Noun
tal,2.8716,Name
talar,1.5929,Adjective
talbot,3.5171,Name
talc,2.4058,Noun
talcum,2.8939,Noun
tale,4.0793,Noun
talebearer,1.8939,Noun
talent,4.4167,Noun
talented,4.0568,Adjective
talentless,2.3332,Adjective
talents,3.6610,Noun
taler,1.5929,Name
tales,3.8481,Noun
tali,2.4058,Noun
talionis,1.5929,Name
talisman,3.1669,Noun
talismans,2.5223,Noun
talk,5.9314,Verb
talkative,2.9639,Adjective
talkativeness,1.5929,Noun
talked,5.0101,Verb
talker,3.2556,Noun
talkers,2.3332,Noun
talkie,2.5223,Noun
talkies,2.3710,Noun
talking,5.6964,Verb
talks,4.3771,Verb
talky,2.5706,Adjective
tall,4.5093,Adjective
tallahassee,2.8233,Name
tallboy,1.5929,Noun
taller,3.7467,Adjective
talles,1.7690,Name
tallest,2.9994,Adjective
tallied,2.2461,Verb
tallies,2.0700,Verb
tallis,2.4679,Name
tallish,1.7690,Verb
tallith,1.5929,Noun
tallness,1.5929,Noun
tallow,2.0700,Noun
tallows,1.5929,Noun
tally,3.5447,Verb
tallyho,2.6536,Interjection
tallying,1.7690,Verb
tallyman,1.5929,Name
talmud,2.9731,Name
talmudic,1.8939,Adjective
talon,3.0477,Noun
taloned,1.7690,Adjective
talons,2.7542,Noun
talpa,1.5929,Name
talus,1.9908,Noun
tam,3.4380,Name
tamale,2.4058,Noun
tamales,2.4679,Noun
tamara,3.0400,Name
tamarack,1.7690,Name
tamaracks,1.5929,Noun
tamarin,1.5929,Noun
tamarind,1.8939,Noun
tamarisk,1.5929,Noun
tamas,1.5929,Name
tambo,1.8939,Name
tambourine,2.9546,Noun
tambourines,2.1369,Noun
tame,3.4380,Verb
tamed,2.9151,Verb
tamely,1.5929,Adverb
tamer,2.6720,Noun
tames,1.7690,Verb
tamest,1.5929,Adjective
tamil,1.9908,Adjective
taming,2.6141,Verb
tammany,2.4960,Name
tammie,2.3710,Name
tammy,3.7118,Name
tamp,1.8939,Verb
tampa,3.1047,Name
tamper,2.7068,Verb
tampered,3.1669,Verb
tamperer,1.5929,Noun
tampering,3.1243,Verb
tamperproof,1.7690,Verb
tampers,1.9908,Verb
tamping,1.7690,Verb
tampon,2.8359,Noun
tamponade,2.6898,Noun
tamponing,1.5929,Verb
tampons,2.8716,Noun
tampoon,1.5929,Noun
tams,1.8939,Name
tan,3.9353,Noun
tana,1.8939,Name
tanager,2.0700,Noun
tanagers,1.5929,Noun
tanbark,1.5929,Noun
tandem,2.5706,Noun
tandoori,2.2918,Noun
tane,2.9639,Noun
tang,3.3525,Noun
tangelo,1.7690,Noun
tangent,2.5929,Noun
tangential,1.7690,Adjective
tangents,1.5929,Noun
tangerine,2.8829,Adjective
tangerines,2.2461,Noun
tangible,3.0477,Adjective
tangier,2.3710,Name
tanginess,1.5929,Noun
tangle,3.0242,Verb
tangled,3.4091,Verb
tanglefoot,1.5929,Noun
tanglement,1.5929,Noun
tangler,1.5929,Noun
tangles,2.1949,Noun
tangling,2.0700,Verb
tangly,1.5929,Adverb
tango,3.7312,Noun
tangoed,1.7690,Verb
tangos,2.0700,Noun
tangs,2.0700,Noun
tangy,2.5471,Adjective
tania,2.7832,Name
tanjong,1.5929,Name
tank,4.4081,Noun
tanka,2.4380,Name
tankard,1.9908,Noun
tanked,2.9820,Verb
tanker,3.2962,Noun
tankers,2.7068,Noun
tankful,2.1949,Noun
tanking,2.0700,Verb
tankless,1.5929,Adjective
tanks,3.9968,Noun
tanna,2.7970,Name
tanned,2.7970,Adjective
tanner,3.5683,Name
tanneries,1.7690,Noun
tanners,1.5929,Noun
tannery,2.3332,Noun
tannhauser,1.5929,Unclassified
tannic,1.8939,Adjective
tanning,3.1047,Adjective
tannins,2.4058,Noun
tannish,1.5929,Adjective
tanny,2.5471,Name
tans,2.2461,Noun
tansey,1.7690,Name
tansy,2.3332,Noun
tantalising,1.5929,Adjective
tantalisingly,1.5929,Adverb
tantalize,1.9908,Verb
tantalized,1.7690,Verb
tantalizer,1.7690,Noun
tantalizing,2.4960,Adjective
tantalizingly,1.5929,Adverb
tantalum,1.8939,Noun
tantalus,1.5929,Noun
tantamount,2.5471,Adjective
tanto,2.9994,Unclassified
tantra,2.6898,Name
tantric,2.6536,Adjective
tantrum,2.9546,Noun
tantrums,2.6898,Noun
tanzania,2.4058,Name
tanzanian,1.7690,Adjective
tao,3.1114,Name
taoist,2.3710,Noun
taoists,1.5929,Noun
taos,2.5223,Name
tap,4.1686,Noun
tapas,2.0700,Noun
tape,4.8374,Noun
taped,3.6323,Verb
tapeline,1.5929,Noun
taper,2.2918,Noun
tapered,2.3710,Verb
tapering,2.0700,Verb
tapers,1.9908,Noun
tapes,4.1147,Noun
tapestries,2.5223,Noun
tapestry,2.8600,Noun
tapeworm,2.8481,Noun
tapeworms,1.7690,Noun
taping,3.3171,Verb
tapings,1.5929,Noun
tapioca,2.7970,Noun
tapir,1.9908,Noun
tapped,3.6517,Verb
tapper,1.7690,Noun
tappers,1.5929,Noun
tapping,3.5093,Verb
tappings,1.7690,Noun
taproom,1.5929,Noun
taprooms,1.5929,Noun
taps,3.4091,Noun
tapster,1.5929,Noun
tapu,1.7690,Noun
tar,3.4987,Noun
tara,3.7035,Name
taradiddle,1.5929,Verb
taramasalata,1.5929,Name
tarantella,2.1369,Noun
tarantula,2.9639,Noun
tarantulas,2.1949,Noun
tardies,1.8939,Noun
tardily,1.7690,Adverb
tardiness,2.6536,Noun
tardy,3.0627,Adjective
tare,1.9908,Name
tares,1.5929,Noun
target,4.5790,Noun
targeted,3.3372,Verb
targeting,3.3525,Verb
targets,3.8246,Noun
tariff,2.1949,Noun
tariffs,2.2918,Noun
tarlatan,1.5929,Adjective
tarmac,2.6536,Noun
tarmacked,1.5929,Verb
tarman,1.5929,Name
tarn,2.9731,Noun
tarnation,2.7542,Noun
tarnish,2.5929,Verb
tarnished,2.5929,Verb
tarnishing,1.5929,Verb
taro,2.6536,Noun
tarot,3.0842,Noun
tarots,1.5929,Noun
tarp,2.9994,Noun
tarpaulin,2.0700,Noun
tarpeian,1.5929,Adjective
tarpon,2.2918,Noun
tarps,2.1949,Noun
tarr,1.7690,Name
tarragon,2.4679,Noun
tarred,2.4960,Verb
tarried,1.7690,Verb
tarring,2.1369,Verb
tarry,2.6720,Verb
tarrying,1.8939,Verb
tars,1.9908,Verb
tarsus,2.1369,Name
tart,3.3817,Noun
tartan,2.5223,Adjective
tartans,1.5929,Noun
tartar,3.1783,Adjective
tartare,2.6898,Noun
tartars,2.8829,Noun
tartarus,2.8359,Name
tartary,1.8939,Name
tarted,1.9908,Verb
tartlets,1.5929,Noun
tartly,1.5929,Adverb
tartrazine,1.7690,Noun
tarts,3.0553,Noun
tartuffe,1.5929,Noun
tarty,2.0700,Adjective
tarzan,3.9882,Name
tas,2.3332,Noun
tasco,1.5929,Name
tash,2.1949,Name
task,4.1047,Noun
tasked,2.5471,Verb
tasker,2.4960,Noun
tasking,2.2461,Verb
taskless,1.5929,Adjective
taskmaster,2.2461,Noun
tasks,3.2263,Noun
tasmanian,2.3332,Adjective
tass,1.7690,Name
tasse,1.5929,Noun
tassel,2.7390,Noun
tassels,2.7390,Noun
tassie,1.7690,Noun
taste,4.7098,Noun
tastebuds,1.8939,Noun
tasted,3.7602,Verb
tasteful,3.1369,Adjective
tastefully,2.5929,Adverb
tasteless,2.9546,Adjective
tastelessness,1.7690,Noun
taster,2.4058,Noun
tastes,4.0786,Noun
tastier,2.0700,Adjective
tastiest,1.7690,Adjective
tasting,3.2696,Noun
tastings,1.8939,Noun
tasty,3.8010,Adjective
tat,3.0400,Noun
tatami,1.9908,Noun
tate,3.4091,Name
tater,2.7068,Name
taters,2.5929,Noun
tates,2.2461,Name
tatler,1.5929,
tatoo,2.4679,Noun
tatoos,1.8939,Noun
tatou,1.7690,Noun
tats,2.4380,Noun
tatted,1.7690,Verb
tattered,2.4058,Adjective
tatters,2.0700,Noun
tattersall,1.8939,Name
tatting,1.8939,Noun
tattle,2.2461,Verb
tattled,1.9908,Verb
tattler,2.6898,Noun
tattletale,2.7390,Noun
tattletales,1.7690,Noun
tattling,2.0700,Verb
tattoo,4.0779,Noun
tattooed,3.4157,Verb
tattooer,1.5929,Noun
tattooing,2.4960,Verb
